time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,school_phase,NC_year_admission,admission_numbers,applications_received,online_applications,online_apps_percent,no_of_preferences,first_preference_offers,first_preference_offers_percent,second_preference_offers,second_preference_offers_percent,third_preference_offers,third_preference_offers_percent,one_of_the_three_preference_offers,one_of_the_three_preference_offers_percent,preferred_school_offer,preferred_school_offer_percent,non_preferred_offer,non_preferred_offer_percent,no_offer,no_offer_percent,schools_in_la_offer,schools_in_la_offer_percent,schools_in_another_la_offer,schools_in_another_la_offer_percent,offers_to_nonapplicants
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000030,866,Swindon,Secondary,7,2514,2361,2211,93.64675985,3,2176,92.16433715,131,5.5484964,19,0.804743753,2326,98.5175773,2326,98.5175773,35,1.482422702,0,0,2135,84.68861563,386,15.31138437,160
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000036,867,Bracknell Forest,Secondary,7,1347,1250,1159,92.72,3,1080,86.4,108,8.64,34,2.72,1222,97.76,1222,97.76,27,2.16,1,0.08,1097,87.83026421,152,12.16973579,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000040,868,Windsor and Maidenhead,Secondary,7,1414,1236,1107,89.5631068,6,950,76.86084142,149,12.05501618,31,2.508090615,1130,91.42394822,1145,92.63754045,38,3.074433657,53,4.28802589,951,80.38884193,232,19.61115807,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000037,869,West Berkshire,Secondary,7,2123,1655,1500,90.63444109,3,1502,90.75528701,92,5.558912387,26,1.570996979,1620,97.88519637,1620,97.88519637,35,2.114803625,0,0,1590,96.07250755,65,3.927492447,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000038,870,Reading,Secondary,7,1584,1765,1144,64.81586402,4,1379,78.13031161,225,12.74787535,77,4.362606232,1681,95.2407932,1699,96.26062323,65,3.682719547,1,0.056657224,1131,64.11564626,633,35.88435374,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000039,871,Slough,Secondary,7,2415,2163,1987,91.86315303,6,1488,68.79334258,273,12.62135922,135,6.241331484,1896,87.65603329,2032,93.94359686,131,6.056403144,0,0,1842,85.15950069,321,14.84049931,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000041,872,Wokingham,Secondary,7,2132,1942,1816,93.51184346,4,1694,87.22966014,149,7.672502575,34,1.7507724,1877,96.65293512,1889,97.27085479,51,2.626158599,2,0.102986612,1658,85.46391753,282,14.53608247,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000003,873,Cambridgeshire,Secondary,7,6577,5923,5686,95.99864933,3,5479,92.50379875,268,4.524734087,45,0.759750127,5792,97.78828296,5792,97.78828296,127,2.144183691,4,0.067533345,5595,94.52610238,324,5.473897618,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000031,874,Peterborough,Secondary,7,2844,2347,2310,98.42351939,3,2009,85.59863656,245,10.43885812,39,1.661695782,2293,97.69919046,2293,97.69919046,49,2.087771623,5,0.213037921,2233,95.34585824,109,4.654141759,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000006,876,Halton,Secondary,7,1749,1500,1302,86.8,3,1403,93.53333333,68,4.533333333,7,0.466666667,1478,98.53333333,1478,98.53333333,22,1.466666667,0,0,1474,96.6557377,51,3.344262295,25
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000007,877,Warrington,Secondary,7,2567,2321,2267,97.67341663,3,2073,89.31495045,160,6.893580353,29,1.249461439,2262,97.45799224,2262,97.45799224,58,2.498922878,1,0.043084877,2296,97.16462124,67,2.835378756,43
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000008,878,Devon,Secondary,7,8137,7332,6938,94.62629569,3,7006,95.55373704,211,2.877795963,17,0.231860338,7234,98.66339334,7234,98.66339334,96,1.309328969,2,0.027277687,7045,93.39785231,498,6.602147687,213
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000026,879,Plymouth,Secondary,7,2970,2606,2397,91.98004605,3,2401,92.13353799,150,5.755947813,33,1.266308519,2584,99.15579432,2584,99.15579432,22,0.844205679,0,0,2476,95.0115119,130,4.988488104,0
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000027,880,Torbay,Secondary,7,1651,1205,1059,87.88381743,3,1062,88.13278008,99,8.215767635,17,1.410788382,1178,97.7593361,1178,97.7593361,23,1.908713693,4,0.331950207,1156,96.2531224,45,3.746877602,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000012,881,Essex,Secondary,7,16541,15333,14917,97.28689754,6,13420,87.52364182,1044,6.808843671,324,2.113089415,14788,96.4455749,15040,98.08908889,293,1.910911107,0,0,14311,93.32855093,1023,6.671449067,1
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000033,882,Southend-on-Sea,Secondary,7,2301,1920,1665,86.71875,5,1463,76.19791667,167,8.697916667,92,4.791666667,1722,89.6875,1784,92.91666667,136,7.083333333,0,0,1683,87.65625,237,12.34375,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000034,883,Thurrock,Secondary,7,1981,2161,1956,90.51365109,6,1553,71.86487737,252,11.66126793,91,4.21101342,1896,87.73715872,1979,91.57797316,130,6.015733457,52,2.406293383,1822,86.39165481,287,13.60834519,0
201718,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000019,884,Herefordshire,Secondary,7,1866,1670,1324,79.28143713,3,1602,95.92814371,40,2.395209581,2,0.119760479,1644,98.44311377,1644,98.44311377,0,0,26,1.556886228,1568,95.37712895,76,4.622871046,0
201718,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000034,885,Worcestershire,Secondary,7,3891,3326,3221,96.84305472,3,3071,92.33313289,138,4.149128082,28,0.841852075,3237,97.32411305,3237,97.32411305,79,2.375225496,10,0.300661455,2995,90.31966224,321,9.680337756,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000016,886,Kent,Secondary,7,18245,16698,15227,91.19056174,4,13449,80.54257995,1856,11.11510361,587,3.515391065,15892,95.17307462,16082,96.31093544,615,3.683075817,1,0.005988741,16248,97.31089417,449,2.689105827,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000035,887,Medway,Secondary,7,3462,3170,3094,97.60252366,6,2501,78.89589905,371,11.70347003,114,3.596214511,2986,94.1955836,3024,95.39432177,146,4.605678233,0,0,3050,96.21451104,120,3.785488959,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000017,888,Lancashire,Secondary,7,15000,12843,12299,95.76422954,3,11200,87.20703885,877,6.828622596,269,2.094526201,12346,96.13018765,12346,96.13018765,476,3.706299151,21,0.163513198,12377,96.52940259,445,3.470597411,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000008,889,Blackburn with Darwen,Secondary,7,2137,1945,1722,88.53470437,3,1573,80.87403599,202,10.38560411,74,3.804627249,1849,95.06426735,1849,95.06426735,96,4.935732648,0,0,1801,92.59640103,144,7.403598972,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000009,890,Blackpool,Secondary,7,1385,1414,1180,83.45120226,3,1176,83.16831683,135,9.54738331,45,3.182461103,1356,95.89816124,1356,95.89816124,58,4.101838755,0,0,1199,82.51892636,254,17.48107364,39
201718,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000024,891,Nottinghamshire,Secondary,7,9517,8374,8374,100,4,7805,93.20515882,344,4.107953188,42,0.501552424,8191,97.81466444,8206,97.9937903,168,2.006209697,0,0,7805,93.20515882,569,6.794841175,0
201718,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000018,892,Nottingham,Secondary,7,3070,3256,2830,86.91646192,4,2578,79.17690418,337,10.35012285,120,3.685503686,3035,93.21253071,3077,94.502457,171,5.251842752,8,0.245700246,2777,85.39360394,475,14.60639606,4
201718,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000051,893,Shropshire,Secondary,7,3302,2657,2577,96.98908543,3,2545,95.78471961,85,3.199096726,7,0.263455024,2637,99.24727136,2637,99.24727136,20,0.752728641,0,0,2502,94.16635303,155,5.83364697,0
201718,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000020,894,Telford and Wrekin,Secondary,7,2079,1984,1984,100,4,1670,84.1733871,174,8.77016129,45,2.268145161,1889,95.21169355,1901,95.81653226,83,4.183467742,0,0,1838,92.64112903,146,7.358870968,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000049,895,Cheshire East,Secondary,7,4334,3847,3624,94.20327528,3,3604,93.68338965,144,3.743176501,12,0.311931375,3760,97.73849753,3760,97.73849753,83,2.157525344,4,0.103977125,3670,95.49830861,173,4.501691387,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000050,896,Cheshire West and Chester,Secondary,7,4062,3424,3326,97.13785047,3,3208,93.69158879,137,4.001168224,21,0.613317757,3366,98.30607477,3366,98.30607477,56,1.635514019,2,0.058411215,3199,93.48334307,223,6.516656926,0
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000052,908,Cornwall,Secondary,7,6345,5393,5246,97.27424439,3,5249,97.32987206,74,1.372149082,9,0.166882996,5332,98.86890413,5332,98.86890413,56,1.038383089,5,0.092712776,5282,98.03266518,106,1.967334818,0
201718,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000006,909,Cumbria,Secondary,7,6274,4780,4304,90.041841,3,4465,93.41004184,182,3.807531381,35,0.732217573,4682,97.94979079,4682,97.94979079,95,1.987447699,3,0.062761506,4768,99.81159724,9,0.188402763,0
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000013,916,Gloucestershire,Secondary,7,7285,6266,5825,92.96201724,5,5461,87.15288861,393,6.271943824,104,1.659751037,5958,95.08458347,6011,95.93041813,227,3.622725822,28,0.446856049,6074,96.81224099,200,3.187759005,36
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000015,919,Hertfordshire,Secondary,7,14928,13040,12927,99.13343558,4,10224,78.40490798,1343,10.29907975,483,3.70398773,12050,92.40797546,12348,94.69325153,674,5.168711656,18,0.13803681,12596,96.72861312,426,3.271386884,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000046,921,Isle of Wight,Secondary,7,1583,1196,1088,90.96989967,3,1072,89.63210702,96,8.026755853,4,0.334448161,1172,97.99331104,1172,97.99331104,24,2.006688963,0,0,1198,100,0,0,2
201718,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000019,925,Lincolnshire,Secondary,7,9000,7479,7198,96.24281321,3,6687,89.41034898,506,6.765610376,88,1.176627891,7281,97.35258724,7281,97.35258724,198,2.647412756,0,0,7167,95.82831929,312,4.171680706,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000020,926,Norfolk,Secondary,7,9842,8233,7175,87.1492773,3,7818,94.95931009,261,3.170168833,21,0.255071056,8100,98.38454998,8100,98.38454998,126,1.530426333,7,0.085023685,8084,98.16636308,151,1.833636916,9
201718,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000021,928,Northamptonshire,Secondary,7,9027,7848,7652,97.50254842,3,6408,81.65137615,879,11.20030581,229,2.917940877,7516,95.76962283,7516,95.76962283,330,4.204892966,2,0.0254842,7532,95.99796074,314,4.002039256,0
201718,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000048,929,Northumberland,Secondary,9,2250,1578,1372,86.94550063,3,1550,98.22560203,18,1.140684411,0,0,1568,99.36628644,1568,99.36628644,0,0,10,0.633713561,1558,99.3622449,10,0.637755102,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000025,931,Oxfordshire,Secondary,7,7533,6522,6268,96.10548911,3,5770,88.46979454,439,6.731064091,101,1.548604722,6310,96.74946335,6310,96.74946335,212,3.250536645,0,0,6333,97.10211592,189,2.897884085,0
201718,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000027,933,Somerset,Secondary,7,4640,4518,4260,94.28950863,3,4170,92.29747676,192,4.249667995,25,0.553342187,4387,97.10048694,4387,97.10048694,84,1.859229748,47,1.040283311,4096,91.61261463,375,8.387385372,0
201718,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000029,935,Suffolk,Secondary,7,8409,6889,6390,92.75656844,3,6424,93.25010887,250,3.628973726,60,0.870953694,6734,97.75003629,6734,97.75003629,152,2.206416026,3,0.043547685,6728,97.7054894,158,2.294510601,0
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000030,936,Surrey,Secondary,7,11738,11365,11001,96.79718434,6,9485,83.45798504,847,7.452705675,311,2.736471623,10643,93.64716234,10808,95.09898812,521,4.58424989,36,0.316761989,10623,93.76820549,706,6.23179451,0
201718,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000031,937,Warwickshire,Secondary,7,6655,5869,5186,88.36258306,6,4725,80.5077526,615,10.47878685,196,3.339580849,5536,94.32612029,5615,95.67217584,198,3.373658204,56,0.954165957,5608,96.25815311,218,3.741846893,13
201718,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000032,938,West Sussex,Secondary,7,9065,8215,8004,97.43152769,3,7486,91.12598904,445,5.416920268,142,1.728545344,8073,98.27145466,8073,98.27145466,133,1.618989653,9,0.109555691,8040,97.97708993,166,2.022910066,0
201617,Academic year,National,E92000001,England,,,,,,Primary,:,709143,641572,571513,89.08010325,:,566836,88.35111258,38815,6.049983478,12248,1.909060869,617899,96.31015693,621904,96.93440487,17294,2.695566515,2374,0.370028617,622789,97.33952683,17022,2.660473171,613
201617,Academic year,Regional,E92000001,England,E12000001,NORTH EAST,,,,Primary,:,33478,28972,24037,82.9663123,:,26848,92.66878365,1150,3.969349717,263,0.907773022,28261,97.54590639,28299,97.67706751,431,1.487643242,242,0.835289245,28496,98.3366692,482,1.663330803,248
201617,Academic year,Regional,E92000001,England,E12000002,NORTH WEST,,,,Primary,:,96302,84901,73179,86.19333106,:,75876,89.36997209,4736,5.57826174,1458,1.71729426,82070,96.66552809,82225,96.84809366,2610,3.074168738,66,0.0777376,82902,97.61330052,2027,2.386699478,94
201617,Academic year,Regional,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,,,,Primary,:,71503,63716,48626,76.31678071,:,57810,90.73074267,3180,4.990897106,841,1.319919643,61831,97.04155942,62087,97.44334233,1601,2.512712662,28,0.043945006,62871,98.59952324,893,1.400476758,76
201617,Academic year,Regional,E92000001,England,E12000004,EAST MIDLANDS,,,,Primary,:,60704,53857,51950,96.4591418,:,48763,90.54161947,2765,5.133965873,752,1.396290176,52280,97.07187552,52363,97.22598734,1175,2.1817034,319,0.592309263,52391,97.79366472,1182,2.206335281,35
201617,Academic year,Regional,E92000001,England,E12000005,WEST MIDLANDS,,,,Primary,:,76440,70613,59666,84.4971889,:,63001,89.22011528,3947,5.589622308,1115,1.579029357,68063,96.38876694,68155,96.51905457,2233,3.162307224,225,0.318638211,68335,97.00475548,2110,2.995244517,57
201617,Academic year,Regional,E92000001,England,E12000006,EAST OF ENGLAND,,,,Primary,:,78882,72321,65722,90.87540272,:,63812,88.23439941,4451,6.154505607,1377,1.904011283,69640,96.2929163,70013,96.80867245,1487,2.05611095,821,1.135216604,70430,98.48008166,1087,1.519918341,17
201617,Academic year,Regional,E92000001,England,E12000008,SOUTH EAST,,,,Primary,:,112134,104635,97978,93.63788407,:,90790,86.76828977,7458,7.127634157,2464,2.354852583,100712,96.25077651,101159,96.67797582,3300,3.153820423,176,0.168203756,102679,98.24143441,1838,1.758565592,58
201617,Academic year,Regional,E92000001,England,E12000009,SOUTH WEST,,,,Primary,:,67098,59467,54634,91.8728034,:,53627,90.17942725,3156,5.307145139,930,1.563892579,57713,97.05046496,57897,97.35988027,1499,2.520725781,71,0.11939395,58304,98.15322974,1097,1.846770256,5
201617,Academic year,Regional,E92000001,England,E12000007,INNER LONDON,,,,Primary,:,39163,34594,30170,87.2116552,:,28749,83.10400648,2763,7.98693415,1086,3.139272706,32598,94.23021333,33452,96.69884951,806,2.329883795,336,0.971266694,32010,93.42439366,2253,6.575606339,5
201617,Academic year,Regional,E92000001,England,E12000007,OUTER LONDON,,,,Primary,:,73439,68496,65551,95.70047886,:,57560,84.03410418,5209,7.604823639,1962,2.864400841,64731,94.50332866,66254,96.72681616,2152,3.141789302,90,0.131394534,64371,94.07663978,4053,5.923360224,18
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000001,201,City of London,Primary,R,60,34,34,100,6,29,85.29411765,5,14.70588235,0,0,34,100,34,100,0,0,0,0,18,52.94117647,16,47.05882353,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000007,202,Camden,Primary,R,1777,1690,1631,96.50887574,6,1362,80.59171598,131,7.75147929,66,3.905325444,1559,92.24852071,1612,95.38461538,78,4.615384615,0,0,1509,89.28994083,181,10.71005917,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000011,203,Greenwich,Primary,R,3858,3703,3407,92.00648123,6,3102,83.76991628,265,7.156359708,105,2.835538752,3472,93.76181474,3569,96.38131245,132,3.564677289,2,0.054010262,3412,92.19129965,289,7.808700351,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000012,204,Hackney,Primary,R,3185,2712,2492,91.8879056,6,2289,84.40265487,213,7.853982301,77,2.839233038,2579,95.09587021,2619,96.57079646,0,0,93,3.42920354,2450,93.5471554,169,6.452844597,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000013,205,Hammersmith and Fulham,Primary,R,1708,1524,1421,93.24146982,6,1095,71.8503937,177,11.61417323,93,6.102362205,1365,89.56692913,1447,94.94750656,77,5.052493438,0,0,1414,92.78215223,110,7.217847769,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000019,206,Islington,Primary,R,2187,2066,2066,100,6,1663,80.49370765,196,9.486931268,68,3.291384318,1927,93.27202323,1985,96.07938045,0,0,81,3.920619555,1771,89.21914358,214,10.78085642,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000020,207,Kensington and Chelsea,Primary,R,1115,835,784,93.89221557,6,570,68.26347305,95,11.37724551,41,4.910179641,706,84.5508982,750,89.82035928,85,10.17964072,0,0,747,89.46107784,88,10.53892216,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000022,208,Lambeth,Primary,R,3620,2968,2908,97.97843666,6,2489,83.86118598,238,8.018867925,81,2.729110512,2808,94.60916442,2896,97.57412399,72,2.425876011,0,0,2721,91.67789757,247,8.322102426,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000023,209,Lewisham,Primary,R,3919,3838,3773,98.30640959,6,3097,80.69306931,338,8.806670141,138,3.59562272,3573,93.09536217,3676,95.77905159,0,0,162,4.220948411,3358,91.34929271,318,8.650707291,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000028,210,Southwark,Primary,R,3991,3332,3320,99.63985594,6,2835,85.08403361,278,8.343337335,94,2.821128451,3207,96.2484994,3262,97.89915966,70,2.100840336,0,0,3114,93.45738295,218,6.542617047,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000030,211,Tower Hamlets,Primary,R,3710,3440,2236,65,6,2999,87.18023256,246,7.151162791,72,2.093023256,3317,96.4244186,3363,97.76162791,77,2.238372093,0,0,3356,97.55813953,84,2.441860465,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000032,212,Wandsworth,Primary,R,3374,3233,2829,87.50386638,6,2488,76.95638726,248,7.670893907,167,5.165480977,2903,89.79276214,3073,95.05103619,160,4.948963811,0,0,3038,93.96845036,195,6.031549644,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000033,213,Westminster,Primary,R,1812,1313,1188,90.47981721,6,1082,82.40670221,116,8.834729627,49,3.731911653,1247,94.97334349,1273,96.95354151,40,3.046458492,0,0,1186,90.32749429,127,9.672505712,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000002,301,Barking and Dagenham,Primary,R,3988,3745,3652,97.51668892,6,3365,89.85313752,189,5.046728972,63,1.682242991,3617,96.58210948,3655,97.59679573,90,2.403204272,0,0,3524,94.0987984,221,5.901201602,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000003,302,Barnet,Primary,R,4889,4555,4548,99.84632272,6,3591,78.83644347,421,9.24259056,171,3.754116356,4183,91.83315038,4328,95.01646542,227,4.983534577,0,0,4220,92.56415881,339,7.435841193,4
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000004,303,Bexley,Primary,R,3404,3095,2765,89.33764136,6,2729,88.17447496,203,6.558966074,61,1.97092084,2993,96.70436187,3033,97.99676898,62,2.003231018,0,0,2942,95.05654281,153,4.943457189,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000005,304,Brent,Primary,R,4069,3916,3792,96.83350358,6,3184,81.30745659,352,8.988764045,134,3.42185904,3670,93.71807967,3748,95.70990807,167,4.264555669,1,0.025536261,3502,89.45083014,413,10.54916986,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000006,305,Bromley,Primary,R,4296,4036,3929,97.34886026,6,3324,82.35877106,334,8.275520317,143,3.543111992,3801,94.17740337,3908,96.82854311,127,3.146679881,1,0.024777007,3874,96.00991326,161,3.990086741,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000008,306,Croydon,Primary,R,5635,4979,4952,99.45772243,6,4231,84.97690299,435,8.736694115,123,2.470375577,4789,96.18397269,4875,97.91122715,104,2.088772846,0,0,4652,93.43241615,327,6.567583852,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000009,307,Ealing,Primary,R,4830,4370,3967,90.77803204,6,3734,85.44622426,297,6.796338673,133,3.043478261,4164,95.28604119,4249,97.23112128,93,2.128146453,28,0.640732265,4085,94.08106863,257,5.918931368,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000010,308,Enfield,Primary,R,4954,4510,4250,94.23503326,6,3949,87.56097561,285,6.319290466,107,2.372505543,4341,96.25277162,4400,97.56097561,109,2.416851441,1,0.022172949,4280,94.92126857,229,5.078731426,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000014,309,Haringey,Primary,R,3350,2836,2503,88.25811001,6,2474,87.23554302,191,6.7348378,62,2.186177715,2727,96.15655853,2777,97.91960508,59,2.080394922,0,0,2655,93.61777151,181,6.382228491,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000015,310,Harrow,Primary,R,3390,3174,3151,99.27536232,6,2538,79.96219282,287,9.042218021,132,4.15879017,2957,93.16320101,3051,96.12476371,123,3.875236295,0,0,2951,92.97416509,223,7.025834909,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000016,311,Havering,Primary,R,3483,3133,3133,100,6,2748,87.71145867,195,6.22406639,74,2.361953399,3017,96.29747846,3068,97.9253112,65,2.074688797,0,0,3034,96.84008937,99,3.159910629,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000017,312,Hillingdon,Primary,R,4541,4096,3786,92.43164063,6,3508,85.64453125,308,7.51953125,100,2.44140625,3916,95.60546875,4013,97.97363281,80,1.953125,3,0.073242188,3896,95.18690447,197,4.813095529,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000018,313,Hounslow,Primary,R,3546,3635,3622,99.64236589,6,2931,80.63273728,359,9.876203576,140,3.851444292,3430,94.36038514,3536,97.27647868,99,2.72352132,0,0,3318,91.27922971,317,8.720770289,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000021,314,Kingston upon Thames,Primary,R,2037,1990,1886,94.77386935,6,1656,83.2160804,126,6.331658291,59,2.964824121,1841,92.51256281,1888,94.87437186,99,4.974874372,3,0.150753769,1912,95.93577521,81,4.064224787,6
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000024,315,Merton,Primary,R,2790,2728,2490,91.27565982,6,2195,80.46187683,189,6.928152493,77,2.822580645,2461,90.21260997,2557,93.73167155,161,5.901759531,10,0.366568915,2501,92.01618837,217,7.983811626,0
201617,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000025,316,Newham,Primary,R,5355,4773,2985,62.53928347,6,4277,89.60821286,291,6.096794469,78,1.634192332,4646,97.33919966,4685,98.15629583,88,1.843704169,0,0,4673,97.80242779,105,2.197572206,5
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000026,317,Redbridge,Primary,R,4489,4147,4128,99.54183747,6,3472,83.72317338,306,7.378828068,106,2.556064625,3884,93.65806607,3992,96.26235833,140,3.37593441,15,0.361707258,3991,96.58760891,141,3.412391094,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000027,318,Richmond upon Thames,Primary,R,2648,2393,2314,96.69870455,6,1988,83.07563728,156,6.51901379,91,3.802758044,2235,93.39740911,2304,96.28081906,68,2.841621396,21,0.877559549,2344,98.48739496,36,1.512605042,8
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000029,319,Sutton,Primary,R,2632,2711,2597,95.79490963,6,2256,83.21652527,224,8.262633714,61,2.250092217,2541,93.7292512,2600,95.9055699,107,3.946883069,4,0.147547031,2469,91.20797931,238,8.792020687,0
201617,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000031,320,Waltham Forest,Primary,R,3960,3580,3182,88.88268156,6,3059,85.44692737,278,7.765363128,82,2.290502793,3419,95.5027933,3480,97.20670391,99,2.765363128,1,0.027932961,3464,96.78681196,115,3.213188041,0
201617,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000025,330,Birmingham,Primary,R,16457,16000,12532,78.325,3,13686,85.5375,1085,6.78125,400,2.5,15171,94.81875,15171,94.81875,801,5.00625,28,0.175,15505,97.07613323,467,2.923866767,0
201617,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000026,331,Coventry,Primary,R,4915,4479,2918,65.14847064,3,4052,90.46662201,274,6.117436928,60,1.339584729,4386,97.92364367,4386,97.92364367,93,2.07635633,0,0,4413,98.5264568,66,1.473543202,0
201617,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000027,332,Dudley,Primary,R,4109,3862,3507,90.80787157,5,3412,88.34800621,255,6.602796479,64,1.65717245,3731,96.60797514,3754,97.20352149,105,2.71879855,3,0.077679959,3735,96.28770302,144,3.712296984,20
201617,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000028,333,Sandwell,Primary,R,5010,4525,4331,95.71270718,6,4053,89.56906077,235,5.193370166,46,1.016574586,4334,95.77900552,4351,96.15469613,171,3.779005525,3,0.066298343,4280,94.62745965,243,5.372540349,1
201617,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000029,334,Solihull,Primary,R,2833,2662,2560,96.16829452,4,2358,88.58001503,158,5.935386927,41,1.540195342,2557,96.0555973,2567,96.4312547,87,3.268219384,8,0.30052592,2580,97.21175584,74,2.78824416,0
